FacilityName,LicenseNumber,Status,IssueDate,StatusEffectivedate,LastRenewalDate,zipcode,City
PHOEBE SERVICES PHARMACY,PP482783,Active,2018-05-01,2018-07-02,2019-07-30,17543,LITITZ
PHOEBE SERVICES PHARMACY,PP482355,Active,2013-05-22,2013-05-22,2019-08-01,17520,EAST PETERSBURG
PHOEBE SERVICES PHARMACY,PP415071L,Active,1995-09-18,2001-06-18,2019-08-12,18106,ALLENTOWN
PHOEBE SERVICES PHARMACY,PP482799,Active,2018-07-06,2018-07-06,2019-08-02,18915,COLMAR
PHOENIXVILLE HOSPITAL  PHARMACY,HP418153L,Active,1977-07-14,2001-06-18,2019-07-25,194600809,PHOENIXVILLE
PICKWICK PHARMACY,PP413161L,Active,1977-07-19,2005-02-24,2019-07-29,19103,PHILADELPHIA
PIERCE DRUGS,PP411874L,Active,1977-07-13,2001-06-18,2019-07-16,18704,KINGSTON
PINE GROVE PHARMACY,PP411879L,Active,1977-10-04,2001-06-18,2019-07-23,17963,PINE GROVE
PINNACLE HEALTH CONNECTIONS RX,PP482587,Active,2015-09-21,2015-09-21,2019-07-24,17101,HARRISBURG
PINT SIZE PRESCRIPTIONS,PP481917,Active,2009-06-08,2009-06-08,2019-07-16,15224,PITTSBURGH
PITTSURGH MERCY PHARMACY,PP482900,Active,2019-06-21,2019-06-21,,15203,PITTSBURGH
PLEASANT HILLS APOTHECARY INC,PP413312L,Active,1977-07-18,2001-06-18,2019-07-22,15025,CLAIRTON
PLEASANT RIDGE MANOR PHARMACY,HP416565L,Active,1977-07-19,2001-06-18,2019-07-16,16417,GIRARD
PLUMB'S DRUG STORE,PP411884L,Active,1977-07-11,2001-06-18,2019-07-17,16823,BELLEFONTE
PMC PHARMACY,PP481345,Active,2004-05-24,2004-05-24,2019-07-19,19044,HORSHAM
POCONO COMMUNITY PHARMACY II INC,PP482834,Active,2018-12-03,2018-12-03,2019-07-17,18301,EAST STROUDSBURG
POCONO COMMUNITY PHARMACY INC,PP482757,Active,2017-10-20,2017-10-20,2019-07-19,18322,BRODHEADSVILLE
POCONO MEDICAL CENTER PHARMACY,HP418072L,Active,1977-08-02,2001-06-18,2019-07-16,18301,E STROUDSBURG
POCONO PHARMACY INC,PP482715,Active,2017-04-05,2017-04-05,2019-07-25,18360,STROUDSBURG
POINT BREEZE PHARMACY,PP482358,Active,2013-02-20,2013-02-20,2019-07-29,19146,PHILADELPHIA
PORT ALLEGANY PHARMACY,PP410685L,Active,1977-07-06,2001-06-18,2019-08-05,16743,PORT ALLEGANY
PORT RICHMOND PHARMACY,PP415344L,Active,1997-10-20,2001-06-18,2019-07-22,19134,PHILADELPHIA
PORTERS PRESCRIPTION PHARMACY,PP411899L,Active,1978-02-08,2001-06-18,2019-08-17,15108,CORAOPOLIS
POTOMAC VALLEY PHARMACY,PP411775L,Active,1979-09-25,2001-06-18,2019-07-21,155450694,HYNDMAN
POTTSTOWN HOSPITAL PHARMACY,HP418156L,Active,1977-07-25,2001-06-18,2019-07-16,19464,POTTSTOWN
POTTSTOWN PHARMACY,PP482602,Active,2015-11-24,2015-11-24,2019-08-03,19464,POTTSTOWN
PPC PHARMACY,PP481799,Active,2008-02-20,2011-02-28,2019-07-25,19040,HATBORO
PRECISION CARE PHARMACY,PP414412L,Active,1991-01-28,2003-05-19,2019-08-06,15601,GREENSBURG
PREMIER PHARMACY SERVICES,PP482696,Active,2016-12-02,2016-12-02,2019-07-24,18015,BETHLEHEM
PRICE CHOPPER PHARMACY,PP415788L,Active,2001-07-26,2017-03-02,2019-07-16,18801,MONTROSE
PRICE CHOPPER PHARMACY,PP415026L,Active,1995-05-17,2001-06-18,2019-07-16,18512,DUNMORE
PRICE CHOPPER PHARMACY #202,PP481443,Active,2005-04-19,2005-04-19,2019-07-16,18336,MATAMORAS
PRICE CHOPPER PHARMACY #222,PP481885,Active,2008-11-06,2008-11-06,2019-07-16,18702,WILKES BARRE
PRICE CHOPPER PHARMACY 169,PP415647L,Active,2000-05-11,2001-06-18,2019-07-16,185043216,TAYLOR
PRICE CHOPPER PHARMACY 173,PP415625L,Active,2000-03-03,2001-06-18,2019-07-16,18644,WYOMING
PRIMARY CARE HEALTH SERVICES INC,HP418304L,Active,1977-08-10,2003-09-01,2019-08-09,15208,PITTSBURGH
PRIMARY CARE PHARMACY SERVICES,PP414788L,Active,1993-10-14,2001-06-18,2019-08-12,15122,WEST MIFFLIN
PRIMARY CARE PHARMACY SERVICES INC,PP481981,Active,2010-02-09,2010-02-09,2019-08-13,15136,MCKEES ROCKS
PRIMARY CHOICE PHARMACY,PP482510,Active,2014-09-09,2015-12-28,2019-08-05,19141,PHILADELPHIA
"PRIME HEALTH PHARMACY, LLC",PP482911,Active,2019-08-16,2019-08-16,,19150,PHILADELPHIA
PRIMECARE PHARMACY SERVICES INC,PP481068,Active,2001-10-30,2001-10-30,2019-07-16,18503,SCRANTON
PROCURE PHARMACEUTICAL SERVICES,PP482456,Active,2014-05-28,2014-05-28,2019-08-21,15021,BURGETTSTOWN
PROFESSIONAL PHARMACY,PP410130L,Active,1977-08-17,2001-07-02,2019-07-31,19464,POTTSTOWN
"PROFESSIONAL PHARMACY OF PENNSBURG, INC",PP415066L,Active,1995-08-30,2001-06-18,2019-07-17,18073,PENNSBURG
PROFESSIONAL PHARMACY SOLUTIONS,PP415596L,Active,1999-12-22,2011-05-02,2019-08-06,16105,NEW CASTLE
PROJECT HOME PHARMACY,PP482643,Active,2016-04-27,2016-04-27,2019-07-24,19121,PHILADELPHIA
"PROMPTCARE HOME INFUSION, LLC",PP482451,Active,2014-04-29,2014-04-29,2019-07-25,19406,KING OF PRUSSIA
PROVIDENCE PHARMACY SERVICES LP,PP481217,Active,2003-01-13,2003-01-13,2019-07-23,16023,CABOT
PUBLIC DRUG,PP410672L,Active,1977-07-14,2001-06-18,2019-08-05,19082,UPPER DARBY
PUBLIC DRUGS ON MAIN,PP482721,Active,2017-05-17,2017-05-17,2019-08-29,19023,DARBY
PUNXSUTAWNEY AREA HOSPITAL PHARMACY,HP418308L,Active,1977-10-26,2001-06-18,2019-08-02,15767,PUNXSUTAWNEY
PUNXSY HOMETOWN PHARMACY,PP481900,Active,2009-02-20,2009-02-20,2019-07-25,15767,PUNXSUTAWNEY
QRX PHARMACY,PP482195,Active,2011-10-05,2011-10-05,2019-08-05,19149,PHILADELPHIA
QRX2 PHARMACY & MEDICAL SUPPLIES,PP482348,Active,2013-01-17,2013-01-17,2019-08-05,19136,PHILADELPHIA
QRX3 PHARMACY & MEDICAL SUPPLY INC,PP482688,Active,2016-11-04,2016-11-04,2019-08-05,19134,PHILADELPHIA
QUAKER COMMUNITY PHARMACY LLC,PP482710,Active,2017-03-06,2017-03-06,2019-07-16,18045,EASTON
QUALITY CARE PHARMACY,PP413430L,Active,1983-08-24,2001-06-18,2019-08-05,17015,CARLISLE
QUALITY PHARMACY,PP481612,Active,2006-09-25,2006-09-25,2019-08-06,16025,CHICORA
QUALITY PHARMACY,PP481633,Active,2006-11-01,2006-11-01,2019-08-14,16025,CHICORA
QUIK-STOP PHARMACY OF BARLEY STN INC,PP414070L,Active,1988-08-04,2001-06-18,2019-07-18,19372,THORNDALE
QWIK-MED PHARMACY LLC,PP482885,Active,2019-04-30,2019-04-30,2019-08-07,17512,COLUMBIA
RAMESHRX PHARMACY,PP482626,Active,2016-03-15,2016-03-15,2019-07-16,19446,LANSDALE
RANIER'S RX LABORATORY,PP482148,Active,2011-09-02,2011-09-02,2019-07-24,15644,JEANNETTE
RANN PHARMACY,PP412807L,Active,1982-03-17,2001-06-18,2019-07-18,19438,HARLEYSVILLE
RAPID EQUINE SOLUTIONS LLC,PP481706,Active,2007-03-22,2007-03-22,2019-08-06,19014,ASTON
RAPOPORT PHARMACY,PP411960L,Active,,2001-06-18,2019-08-02,19149,PHILADELPHIA
RAREMED SOLUTIONS,PP482890,Active,2019-05-23,2019-05-23,2019-08-13,15205,PITTSBURGH
READING COMMUNITY PHARMACY INC,PP482868,Active,2019-03-21,2019-03-21,2019-07-22,19602,READING
READING DISCOUNT PHARMACY,PP482275,Active,2012-08-20,2012-08-20,2019-08-12,19601,READING
READING HOSPITAL AMBULATORY PHARMACY,PP482711,Active,2017-03-10,2017-03-10,2019-07-23,19611,READING
RED CROSS PHARMACY,PP412030L,Active,1977-08-08,2001-06-18,2019-07-22,18421,FOREST CITY
REDDONS DRUGS,PP412035L,Active,1977-07-13,2001-09-05,2019-07-16,18822,HALLSTEAD
REDDON'S DRUGS,PP412034L,Active,1977-07-13,2001-06-18,2019-07-16,18847,SUSQUEHANNA
REDNERS PHARMACY,PP412257L,Active,1977-07-13,2001-06-18,2019-07-24,19533,LEESPORT
REDNERS PHARMACY,PP412177L,Active,1980-06-23,2001-06-18,2019-07-24,17026,FREDERICKSBURG
REDNER'S PHARMACY #38,PP482521,Active,2014-10-27,2014-10-27,2019-07-24,17078,PALMYRA
REDNER'S PHARMACY #46,PP415076L,Active,1995-10-03,2013-02-27,2019-07-24,17938,HEGINS
REDNERS PHARMACY 21,PP412723L,Active,1977-07-08,2001-06-18,2019-07-24,17972,SCHUYLKILL HVN
REDNERS PHARMACY 22,PP481111,Active,2002-01-11,2011-10-04,2019-07-24,17976,SHENANDOAH
REDSTONE PHARMACY,PP413276L,Active,1983-02-09,2001-06-18,2019-07-27,15419,CALIFORNIA
REGIONAL DISCOUNT PHARMACY,PP482813,Active,2018-08-27,2018-08-27,2019-08-06,17602,LANCASTER
REGIONAL HOSPITAL OF SCRANTON,HP418126L,Active,1977-07-19,2001-06-18,2019-08-13,18510,SCRANTON
REGIONAL PHARMACY,PP482613,Active,2016-01-08,2016-01-08,2019-08-01,19380,WEST CHESTER
RELIANT CARE SOLUTIONS,PP482454,Active,2014-05-13,2014-05-13,2019-08-01,19030,FAIRLESS HILLS
RENA'S PHARMACY,PP482638,Active,2016-04-13,2019-09-02,2019-09-02,19142,PHILADELPHIA
RESES PHARMACY INC,PP413130L,Active,1977-07-06,2007-03-13,2019-08-13,19143,PHILADELPHIA
REZK PHARMACY LLC,PP481996,Active,2010-03-10,2010-03-10,2019-07-30,15722,CARROLLTOWN
RICCIO FAMILY PHARMACY,PP482112,Active,2011-02-22,2011-02-22,2019-07-26,19020,BENSALEM
RIDDLE MEMORIAL HOSPITAL PHARMACY,HP418162L,Active,1977-07-25,2003-04-04,2019-07-16,190635177,MEDIA
RIDGE DISCOUNT PHARMACY,PP482564,Active,2015-06-25,2015-06-25,2019-08-05,19130,PHILADELPHIA
RIOS PHARMACY,PP481513,Active,2005-11-03,2005-11-03,2019-07-22,19070,MORTON
RISING SUN PHARMACY,PP482458,Active,2014-07-31,2014-07-31,2019-08-07,19111,PHILADELPHIA
RITE AID #02702,PP414584L,Active,1992-03-20,2003-06-18,2019-07-29,18428,HAWLEY
RITE AID #03689,PP411582L,Active,,2018-02-15,2019-08-06,18337-1119,MILFORD
RITE AID #10888,PP412625L,Active,1977-08-16,2001-06-18,2019-07-26,15001,ALIQUIPPA
RITE AID #10889,PP414105L,Active,1988-11-02,2001-06-18,2019-07-19,15003,AMBRIDGE
RITE AID #10890,PP413850L,Active,1986-10-23,2019-07-19,2019-07-19,15010,BEAVER FALLS
RITE AID #10891,PP413391L,Active,,2001-06-18,2019-07-19,15012,BELLE VERNON
RITE AID #10892,PP412643L,Active,1977-08-16,2001-06-18,2019-07-19,15017,BRIDGEVILLE
RITE AID #10893,PP412583L,Active,1977-08-16,2001-06-18,2019-07-19,15024,CHESWICK
RITE AID #10894,PP412648L,Active,1977-08-16,2001-06-18,2019-07-19,15027,CONWAY
RITE AID #10899,PP412604L,Active,1977-08-16,2001-06-18,2019-07-19,15068,LOWER BURRELL
RITE AID #10900,PP412579L,Active,1977-08-16,2001-06-18,2019-07-19,15068,NEW KENSINGTON
RITE AID #10901,PP414210L,Active,1989-08-08,2001-06-18,2019-07-19,15074,ROCHESTER
RITE AID #10904,PP412644L,Active,1977-08-16,2001-06-18,2019-07-19,15101,ALLISON PARK
RITE AID #10905,PP412065L,Active,1977-10-03,2001-06-18,2019-07-19,15101,ALLISON PARK
RITE AID #10906,PP412636L,Active,1977-08-16,2001-06-18,2019-07-19,15102,BETHEL PARK
RITE AID #10907,PP413236L,Active,1977-08-16,2001-06-18,2019-07-19,15106,CARNEGIE
RITE AID #10908,PP413406L,Active,1977-08-29,2001-06-18,2019-07-19,151084247,MOON TOWNSHIP
RITE AID #10909,PP414232L,Active,1989-10-13,2001-06-18,2019-07-19,15116,GLENSHAW
RITE AID #10910,PP413551L,Active,1977-08-16,2001-06-18,2019-07-19,15122,WEST MIFFLIN
RITE AID #10911,PP412577L,Active,1977-08-16,2001-06-18,2019-07-19,15131,WHITE OAK
RITE AID #10914,PP413041L,Active,1977-08-16,2016-02-25,2019-07-19,15136,MCKEES ROCKS
RITE AID #10915,PP414513L,Active,1991-10-09,2001-06-18,2019-07-19,15139,OAKMONT
RITE AID #10916,PP412647L,Active,1977-08-16,2001-06-18,2019-07-19,15143,SEWICKLEY
RITE AID #10917,PP412645L,Active,1977-08-16,2001-06-18,2019-07-19,15146,MONROEVILLE
RITE AID #10919,PP414418L,Active,1991-02-14,2001-06-18,2019-07-19,15146,MONROEVILLE
RITE AID #10920,PP412595L,Active,1977-08-16,2001-06-18,2019-07-19,15202,PITTSBURGH
RITE AID #10921,PP414312L,Active,1990-05-16,2001-06-18,2019-07-19,15203,PITTSBURGH
RITE AID #10922,PP412686L,Active,1977-08-16,2001-06-18,2019-07-19,15205,PITTSBURGH
RITE AID #10924,PP413726L,Active,1985-10-22,2001-06-18,2019-07-19,15206,PITTSBURGH
RITE AID #10925,PP412657L,Active,1977-08-16,2001-06-18,2019-07-19,15210,PITTSBURGH
RITE AID #10926,PP412658L,Active,1977-08-16,2001-06-18,2019-07-19,15210,PITTSBURGH
RITE AID #10928,PP412675L,Active,1977-08-16,2001-06-18,2019-07-19,15212,PITTSBURGH
RITE AID #10929,PP412105L,Active,1977-07-25,2001-06-18,2019-07-19,15212,PITTSBURGH
RITE AID #10930,PP412652L,Active,1977-08-16,2005-06-18,2019-07-19,15213,PITTSBURGH
RITE AID #10931,PP412913L,Active,1982-09-23,2001-06-18,2019-07-19,15216,PITTSBURGH
RITE AID #10933,PP412669L,Active,1977-08-18,2001-06-18,2019-07-19,15220,PITTSBURGH
RITE AID #10934,PP412621L,Active,1977-08-16,2012-10-18,2019-07-19,152215202,PITTSBURGH
RITE AID #10935,PP414690L,Active,1992-11-19,2001-06-18,2019-07-19,15221,WILKINSBURG
RITE AID #10936,PP412602L,Active,1977-08-16,2001-06-18,2019-07-19,15222,PITTSBURGH
RITE AID #10937,PP414929L,Active,1994-09-26,2001-06-18,2019-07-19,15222,PITTSBURGH
RITE AID #10938,PP414219L,Active,1989-08-25,2001-06-18,2019-07-19,15223,PITTSBURGH
RITE AID #10939,PP412866L,Active,1982-06-29,2001-06-18,2019-07-22,15224,PITTSBURGH
RITE AID #10940,PP414810L,Active,1993-11-09,2001-06-18,2019-07-22,15229,PITTSBURGH
RITE AID #10942,PP412656L,Active,1977-08-16,2001-06-18,2019-07-22,15234,PITTSBURGH
RITE AID #10943,PP412653L,Active,1977-08-16,2001-06-18,2019-07-22,15234,PITTSBURGH
RITE AID #10945,PP412599L,Active,1977-08-16,2001-06-18,2019-07-22,15235,PITTSBURGH
RITE AID #10946,PP410501L,Active,1977-07-11,2001-06-18,2019-07-22,15235,PITTSBURGH
RITE AID #10947,PP415129L,Active,1996-01-31,2005-09-01,2019-08-13,152352222,PENN HILLS
RITE AID #10949,PP413505L,Active,1977-08-16,2001-06-18,2019-07-22,15236,PITTSBURGH
RITE AID #10950,PP412822L,Active,1982-04-14,2001-06-18,2019-07-22,15236,PITTSBURGH
RITE AID #10953,PP414693L,Active,1992-12-21,2001-06-18,2019-07-22,15237,PITTSBURGH
RITE AID #10954,PP412605L,Active,1977-08-16,2001-06-18,2019-07-22,152383103,PITTSBURGH
RITE AID #10955,PP412520L,Active,1977-07-18,2001-06-18,2019-07-22,15239,PITTSBURGH
RITE AID #10956,PP412655L,Active,1977-08-16,2001-06-18,2019-07-22,15243,PITTSBURGH
RITE AID #10958,PP413043L,Active,1977-08-16,2001-06-18,2019-07-22,15301,WASHINGTON
RITE AID #10960,PP481464,Active,2005-06-13,2005-06-13,2019-07-22,15317,CANONSBURG
RITE AID #10961,PP415263L,Active,1997-02-04,2001-06-18,2019-07-22,15317,MCMURRAY
RITE AID #10962,PP413859L,Active,1986-11-14,2001-06-18,2019-07-22,15401,UNIONTOWN
RITE AID #10964,PP412649L,Active,1977-08-16,2001-06-18,2019-07-22,15425,CONNELLSVILLE
RITE AID #10966,PP412646L,Active,1977-08-16,2001-06-18,2019-07-22,15601,GREENSBURG
RITE AID #10967,PP412684L,Active,1977-08-16,2001-06-18,2019-07-22,15601,GREENSBURG
RITE AID #10968,PP412147L,Active,1980-06-09,2001-06-18,2019-07-22,15642,N HUNTINGDON
RITE AID #10969,PP412610L,Active,1977-08-16,2001-06-18,2019-07-22,15642,N HUNTINGDON
RITE AID #10970,PP415733L,Active,2000-11-22,2001-06-18,2019-07-22,15642,IRWIN
RITE AID #10972,PP413042L,Active,1977-08-29,2001-06-18,2019-07-22,156502850,LATROBE
RITE AID #10973,PP412786L,Active,1982-02-09,2001-06-18,2019-07-22,15666,MT PLEASANT
RITE AID #10974,PP413050L,Active,1977-08-16,2001-06-18,2019-07-22,156329262,EXPORT
RITE AID #10975,PP413052L,Active,1977-08-16,2001-08-20,2019-07-22,15767,PUNXSUTAWNEY
RITE AID #10976,PP413503L,Active,1977-08-16,2001-06-18,2019-07-22,15801,DUBOIS
RITE AID #10979,PP414733L,Active,1993-05-07,2001-06-18,2019-07-22,15904,JOHNSTOWN
RITE AID #10980,PP414675L,Active,1992-11-10,2001-06-18,2019-07-22,15905,JOHNSTOWN
RITE AID #10982,PP412611L,Active,1981-11-12,2017-03-23,2019-07-22,16001,BUTLER
RITE AID #10983,PP414045L,Active,1988-05-06,2001-06-18,2019-07-22,16001,BUTLER
RITE AID #10984,PP411890L,Active,1977-08-29,2001-06-18,2019-07-22,16001,BUTLER
RITE AID #10986,PP414205L,Active,1989-07-27,2001-06-18,2019-07-22,16037,HARMONY
RITE AID #10987,PP481428,Active,2005-01-20,2005-01-20,2019-07-22,16046,SEVEN FIELDS
RITE AID #10988,PP412424L,Active,1981-03-11,2001-06-18,2019-07-22,16046,MARS
RITE AID #10990,PP413049L,Active,1977-08-16,2001-06-18,2019-07-22,16101,NEW CASTLE
RITE AID #10991,PP412620L,Active,1977-08-16,2001-06-18,2019-07-22,16105,NEW CASTLE
RITE AID #10992,PP414006L,Active,1988-02-01,2001-06-18,2019-07-22,16117,ELLWOOD CITY
RITE AID #10994,PP413209L,Active,1977-07-21,2001-06-18,2019-07-22,16142,NEW WILMINGTON
RITE AID #10995,PP410925L,Active,1977-07-14,2001-06-18,2019-07-22,16148,HERMITAGE
RITE AID #10996,PP410504L,Active,1977-07-14,2001-06-18,2019-07-23,16150,SHARPSVILLE
RITE AID #10998,PP412060L,Active,1980-02-27,2001-06-18,2019-07-23,16201,KITTANNING
RITE AID #10999,PP413109L,Active,1977-08-04,2001-06-18,2019-07-23,16316,CONNEAUT LAKE
RITE AID #11002,PP412663L,Active,1977-08-16,2001-06-18,2019-07-23,16323,FRANKLIN
RITE AID #11006,PP411176L,Active,1977-10-06,2001-06-18,2019-07-23,16428,NORTH EAST
RITE AID #11007,PP413469L,Active,1977-08-16,2001-06-18,2019-07-26,16504,ERIE
RITE AID #11008,PP413192L,Active,1984-11-12,2001-06-18,2019-07-23,16507,ERIE
RITE AID #11009,PP410080L,Active,1977-07-08,2001-06-18,2019-07-23,16509,ERIE
RITE AID #11010,PP412627L,Active,1977-08-16,2001-06-18,2019-07-23,16510,ERIE
RITE AID #11011,PP413440L,Active,1977-08-16,2001-06-18,2019-07-23,16601,ALTOONA
RITE AID #11012,PP412626L,Active,1977-08-16,2001-07-02,2019-07-26,16602,ALTOONA
RITE AID #11013,PP412635L,Active,1977-08-16,2001-06-18,2019-07-23,16801,STATE COLLEGE
RITE AID #11014,PP412193L,Active,1984-09-17,2001-06-18,2019-07-23,16803,STATE COLLEGE
RITE AID #11015,PP410021L,Active,1977-08-16,2001-07-02,2019-07-26,16823,BELLEFONTE
RITE AID #11016,PP411228L,Active,1977-07-29,2001-06-18,2019-07-23,16901,WELLSBORO
RITE AID #11017,PP411636L,Active,1979-01-09,2001-06-18,2019-07-23,170114421,CAMP HILL
RITE AID #11018,PP414339L,Active,1990-07-26,2001-06-18,2019-07-23,17013,CARLISLE
RITE AID #11019,PP414782L,Active,1993-09-22,2001-06-18,2019-07-23,17019,DILLSBURG
RITE AID #11020,PP413059L,Active,1977-08-16,2001-06-18,2019-07-23,17042,LEBANON
RITE AID #11021,PP414979L,Active,1995-01-25,2001-06-18,2019-07-23,17042,CLEONA
RITE AID #11023,PP414409L,Active,1991-02-01,2001-06-18,2019-07-23,17257,SHIPPENSBURG
RITE AID #11024,PP413266L,Active,1977-08-16,2007-12-10,2019-07-23,17268,WAYNESBORO
RITE AID #11025,PP413948L,Active,1987-08-18,2011-03-22,2019-07-23,173199358,ETTERS
RITE AID #11027,PP415175L,Active,1996-07-09,2001-06-18,2019-07-23,17331,HANOVER
RITE AID #11029,PP414558L,Active,1992-02-18,2001-06-18,2019-07-23,17356,RED LION
RITE AID #11030,PP411929L,Active,1979-12-20,2001-06-18,2019-07-23,17361,SHREWSBURY
RITE AID #11031,PP410474L,Active,1977-09-06,2001-06-18,2019-07-23,17363,STEWARTSTOWN
RITE AID #11033,PP415054L,Active,1995-07-31,2001-06-18,2019-07-23,174022619,YORK
RITE AID #11034,PP414502L,Active,1991-10-08,2001-06-18,2019-07-23,17584,WILLOW STREET
RITE AID #11036,PP412576L,Active,1977-08-29,2004-10-07,2019-07-23,17701,WILLIAMSPORT
RITE AID #11037,PP412634L,Active,1977-08-16,2001-06-18,2019-07-23,17754,MONTOURSVILLE
RITE AID #11038,PP413759L,Active,1986-01-31,2001-06-18,2019-07-23,17815,BLOOMSBURG
RITE AID #11040,PP412692L,Active,1977-08-16,2001-06-18,2019-07-26,18017,BETHLEHEM
RITE AID #11042,PP412637L,Active,1977-08-16,2001-06-18,2019-07-23,18018,BETHLEHEM
RITE AID #11043,PP412970L,Active,1977-08-18,2001-06-18,2019-07-23,18042,EASTON
RITE AID #11045,PP413691L,Active,1985-07-26,2001-06-18,2019-07-23,18045,EASTON
RITE AID #11046,PP414928L,Active,1994-09-22,2001-06-18,2019-07-23,18049,EMMAUS
RITE AID #11047,PP414356L,Active,1990-09-06,2001-06-18,2019-07-23,18051,FOGELSVILLE
RITE AID #11048,PP413051L,Active,1977-08-16,2001-06-18,2019-07-23,18055,HELLERTOWN
RITE AID #11049,PP410867L,Active,1978-08-02,2001-06-18,2019-07-23,18088,WALNUTPORT
RITE AID #11053,PP412666L,Active,1977-08-16,2001-06-18,2019-07-23,18103,ALLENTOWN
RITE AID #11054,PP415228L,Active,1996-11-15,2003-08-20,2019-07-23,18103,ALLENTOWN
RITE AID #11055,PP412616L,Active,1977-08-16,2001-06-18,2019-07-23,18104,ALLENTOWN
RITE AID #11056,PP413538L,Active,1977-08-16,2001-06-18,2019-07-23,18106,ALLENTOWN
RITE AID #11058,PP415166L,Active,1996-05-29,2001-06-18,2019-07-23,18235,LEHIGHTON
RITE AID #11059,PP413038L,Active,1977-08-16,2001-06-18,2019-07-23,182352401,LEHIGHTON
RITE AID #11060,PP415298L,Active,1997-07-02,2001-06-18,2019-07-23,18252,TAMAQUA
RITE AID #11062,PP414319L,Active,1990-06-04,2004-10-07,2019-07-23,183441151,MOUNT POCONO
RITE AID #11063,PP412944L,Active,1982-10-26,2018-01-26,2019-07-23,183602502,STROUDSBURG
RITE AID #11064,PP411744L,Active,1984-08-17,2001-06-18,2019-07-23,184031021,EYNON
RITE AID #11068,PP411303L,Active,1984-04-27,2001-06-18,2019-07-23,18504,SCRANTON
RITE AID #11069,PP412632L,Active,1977-08-16,2001-06-18,2019-07-23,18508,SCRANTON
RITE AID #11073,PP415396L,Active,1998-05-20,2001-06-18,2019-07-23,18603,BERWICK
RITE AID #11075,PP414672L,Active,1992-10-26,2001-06-18,2019-07-23,186403546,PITTSTON
RITE AID #11076,PP413048L,Active,1977-08-16,2001-06-18,2019-07-23,18657,TUNKHANNOCK
RITE AID #11077,PP413046L,Active,1977-08-16,2001-06-18,2019-07-23,18702,WLKS-BARE-TWP
RITE AID #11081,PP413721L,Active,1985-10-08,2001-06-18,2019-07-23,18709,LUZERNE
RITE AID #11082,PP414289L,Active,1990-03-14,2011-07-07,2019-07-23,18801,MONTROSE
RITE AID #11083,PP413246L,Active,1977-07-26,2001-06-18,2019-07-23,18840,SAYRE
RITE AID #11084,PP414944L,Active,1994-10-20,2001-06-18,2019-07-23,18848,TOWANDA
RITE AID #11085,PP412680L,Active,1977-08-16,2001-06-18,2019-07-23,18901,DOYLESTOWN
RITE AID #11087,PP415305L,Active,1997-07-18,2001-06-18,2019-07-23,18902,DOYLESTOWN
RITE AID #11088,PP415049L,Active,1995-07-31,2006-11-17,2019-07-23,18938,NEW HOPE
RITE AID #11089,PP414083L,Active,1988-09-16,2001-06-18,2019-07-23,18940,NEWTOWN
RITE AID #11090,PP414853L,Active,1994-03-11,2001-06-18,2019-07-24,18944,PERKASIE
RITE AID #11091,PP413933L,Active,1987-06-15,2017-06-23,2019-07-24,18947,PIPERSVILLE
RITE AID #11092,PP412628L,Active,1977-08-16,2016-04-14,2019-07-24,18951,QUAKERTOWN
RITE AID #11093,PP413054L,Active,1977-08-16,2001-06-18,2019-07-24,18954,RICHBORO
RITE AID #11095,PP411642L,Active,1979-03-05,2001-06-18,2019-07-24,189641004,SOUDERTON
RITE AID #11096,PP412128L,Active,1980-04-18,2015-06-25,2019-07-24,19006,HUNTINGDON VALLEY
RITE AID #11097,PP413243L,Active,1977-07-18,2001-06-18,2019-07-24,18976,WARRINGTON
RITE AID #11099,PP414596L,Active,1992-04-27,2001-06-18,2019-07-24,19006,HUNTINGDON VLY
RITE AID #11100,PP414065L,Active,1988-07-19,2001-06-18,2019-07-24,19007,BRISTOL
RITE AID #11101,PP413690L,Active,1985-08-07,2001-06-18,2019-07-24,19010,BRYN MAWR
RITE AID #11104,PP410641L,Active,1977-09-07,2001-06-18,2019-07-24,19025,DRESHER
RITE AID #11105,PP413039L,Active,1977-08-16,2001-06-18,2019-07-24,19026,DREXEL HILL
RITE AID #11106,PP413057L,Active,1977-08-16,2001-06-18,2019-07-24,19030,FAIRLESS HILLS
RITE AID #11109,PP411725L,Active,1979-08-27,2001-06-18,2019-07-24,19047,LANGHORNE
RITE AID #11110,PP415262L,Active,1997-02-04,2001-06-18,2019-07-24,19047,LANGHORNE
RITE AID #11112,PP412387L,Active,1981-01-21,2006-10-25,2019-07-24,19061,BOOTHWYN
RITE AID #11113,PP412672L,Active,1977-08-16,2001-06-18,2019-07-24,19063,MEDIA
RITE AID #11114,PP413890L,Active,1987-02-03,2001-06-18,2019-07-24,19067,YARDLEY
RITE AID #11115,PP413920L,Active,1987-04-23,2017-12-01,2019-07-24,190673512,MORRISVILLE
RITE AID #11116,PP412641L,Active,1977-08-16,2013-10-25,2019-07-24,19073,NEWTOWN SQUARE
RITE AID #11117,PP413464L,Active,1977-08-16,2001-06-18,2019-07-24,19082,UPPER-DARBY
RITE AID #11119,PP481219,Active,2003-01-14,2017-08-18,2019-07-24,19087,WAYNE
RITE AID #11122,PP412673L,Active,1977-08-16,2001-06-18,2019-08-13,19096,WYNNEWOOD
RITE AID #11124,PP481269,Active,2003-06-26,2003-06-26,2019-07-24,19104,PHILADELPHIA
